ID,Imperor,Image_path_av,Image_path_rev,meta,bbox_av_face,bbox_rev_img,URL
564,Theodosius I,images\564_obv_Theodosius I.jpg,images\564_rev_Theodosius I.jpg,jsons\564_Theodosius I.json,"[77, 45, 232, 274]",,https://numismatics.org/collection/1944.100.25943
565,Theodosius I,images\565_obv_Theodosius I.jpg,images\565_rev_Theodosius I.jpg,jsons\565_Theodosius I.json,"[57, 35, 224, 275]",,https://numismatics.org/collection/1944.100.25944
566,Theodosius I,images\566_obv_Theodosius I.jpg,images\566_rev_Theodosius I.jpg,jsons\566_Theodosius I.json,"[61, 48, 227, 257]",,https://numismatics.org/collection/1944.100.25945
567,Theodosius I,images\567_obv_Theodosius I.jpg,images\567_rev_Theodosius I.jpg,jsons\567_Theodosius I.json,"[83, 31, 235, 262]",,https://numismatics.org/collection/1944.100.25946
568,Theodosius I,images\568_obv_Theodosius I.jpg,images\568_rev_Theodosius I.jpg,jsons\568_Theodosius I.json,"[68, 23, 235, 257]",,https://numismatics.org/collection/1944.100.25947
569,Theodosius I,images\569_obv_Theodosius I.jpg,images\569_rev_Theodosius I.jpg,jsons\569_Theodosius I.json,"[60, 18, 230, 265]",,https://numismatics.org/collection/1944.100.25948
570,Theodosius I,images\570_obv_Theodosius I.jpg,images\570_rev_Theodosius I.jpg,jsons\570_Theodosius I.json,"[65, 21, 238, 279]",,https://numismatics.org/collection/1944.100.25949
571,Theodosius I,images\571_obv_Theodosius I.jpg,images\571_rev_Theodosius I.jpg,jsons\571_Theodosius I.json,"[49, 26, 219, 269]",,https://numismatics.org/collection/1978.64.532
572,Theodosius I,images\572_obv_Theodosius I.jpg,images\572_rev_Theodosius I.jpg,jsons\572_Theodosius I.json,"[69, 33, 215, 240]",,https://numismatics.org/collection/1978.999.8
573,Theodosius I,images\573_obv_Theodosius I.jpg,images\573_rev_Theodosius I.jpg,jsons\573_Theodosius I.json,"[83, 30, 244, 275]",,https://numismatics.org/collection/1978.999.9
574,Theodosius I,images\574_obv_Theodosius I.jpg,images\574_rev_Theodosius I.jpg,jsons\574_Theodosius I.json,"[61, 53, 215, 267]",,https://numismatics.org/collection/1980.109.211
575,Theodosius I,images\575_obv_Theodosius I.jpg,images\575_rev_Theodosius I.jpg,jsons\575_Theodosius I.json,"[7.027029514312744, 32.55497741699219, 231.67434692382812, 288.6603698730469]",,https://numismatics.org/collection/1984.146.930
576,Theodosius I,images\576_obv_Theodosius I.jpg,images\576_rev_Theodosius I.jpg,jsons\576_Theodosius I.json,"[72, 55, 217, 280]",,https://numismatics.org/collection/1984.146.989
577,Theodosius I,images\577_obv_Theodosius I.jpg,images\577_rev_Theodosius I.jpg,jsons\577_Theodosius I.json,"[92.87000274658203, 41.83409881591797, 243.00909423828125, 272.7301025390625]",,https://numismatics.org/collection/0000.999.10200
578,Theodosius I,images\578_obv_Theodosius I.jpg,images\578_rev_Theodosius I.jpg,jsons\578_Theodosius I.json,"[62, 50, 223, 275]",,https://numismatics.org/collection/0000.999.10202
579,Theodosius I,images\579_obv_Theodosius I.jpg,images\579_rev_Theodosius I.jpg,jsons\579_Theodosius I.json,"[70, 25, 227, 263]",,https://numismatics.org/collection/0000.999.10207
580,Theodosius I,images\580_obv_Theodosius I.jpg,images\580_rev_Theodosius I.jpg,jsons\580_Theodosius I.json,"[44, 40, 219, 275]",,https://numismatics.org/collection/0000.999.10209
581,Theodosius I,images\581_obv_Theodosius I.jpg,images\581_rev_Theodosius I.jpg,jsons\581_Theodosius I.json,"[55, 63, 213, 284]",,https://numismatics.org/collection/0000.999.10211
582,Theodosius I,images\582_obv_Theodosius I.jpg,images\582_rev_Theodosius I.jpg,jsons\582_Theodosius I.json,"[70, 42, 239, 274]",,https://numismatics.org/collection/0000.999.10231
583,Theodosius I,images\583_obv_Theodosius I.jpg,images\583_rev_Theodosius I.jpg,jsons\583_Theodosius I.json,"[61, 53, 237, 280]",,https://numismatics.org/collection/1971.194.50
584,Theodosius I,images\584_obv_Theodosius I.jpg,images\584_rev_Theodosius I.jpg,jsons\584_Theodosius I.json,"[57, 34, 228, 265]",,https://numismatics.org/collection/1973.239.6
585,Theodosius I,images\585_obv_Theodosius I.jpg,images\585_rev_Theodosius I.jpg,jsons\585_Theodosius I.json,"[60, 36, 241, 280]",,https://numismatics.org/collection/1995.11.1689
586,Theodosius I,images\586_obv_Theodosius I.jpg,images\586_rev_Theodosius I.jpg,jsons\586_Theodosius I.json,"[53, 29, 232, 273]",,https://numismatics.org/collection/1995.11.1690
587,Theodosius I,images\587_obv_Theodosius I.jpg,images\587_rev_Theodosius I.jpg,jsons\587_Theodosius I.json,"[74, 46, 242, 278]",,https://numismatics.org/collection/1995.11.1691
588,Theodosius I,images\588_obv_Theodosius I.jpg,images\588_rev_Theodosius I.jpg,jsons\588_Theodosius I.json,"[57, 45, 238, 261]",,https://numismatics.org/collection/1995.11.1692
589,Theodosius I,images\589_obv_Theodosius I.jpg,images\589_rev_Theodosius I.jpg,jsons\589_Theodosius I.json,"[65, 65, 216, 284]",,https://numismatics.org/collection/1995.11.1693
590,Theodosius I,images\590_obv_Theodosius I.jpg,images\590_rev_Theodosius I.jpg,jsons\590_Theodosius I.json,"[67, 50, 253, 265]",,https://numismatics.org/collection/1995.11.1694
591,Theodosius I,images\591_obv_Theodosius I.jpg,images\591_rev_Theodosius I.jpg,jsons\591_Theodosius I.json,"[48, 26, 251, 277]",,https://numismatics.org/collection/2004.14.213
592,Theodosius I,images\592_obv_Theodosius I.jpg,images\592_rev_Theodosius I.jpg,jsons\592_Theodosius I.json,"[80, 49, 239, 279]",,https://numismatics.org/collection/1994.123.120
593,Theodosius I,images\593_obv_Theodosius I.jpg,images\593_rev_Theodosius I.jpg,jsons\593_Theodosius I.json,"[66, 49, 234, 248]",,https://numismatics.org/collection/1994.123.121
594,Theodosius I,images\594_obv_Theodosius I.jpg,images\594_rev_Theodosius I.jpg,jsons\594_Theodosius I.json,"[73, 36, 234, 263]",,https://numismatics.org/collection/1994.123.122
595,Theodosius I,images\595_obv_Theodosius I.jpg,images\595_rev_Theodosius I.jpg,jsons\595_Theodosius I.json,"[90, 47, 230, 254]",,https://numismatics.org/collection/1994.123.123
596,Theodosius I,images\596_obv_Theodosius I.jpg,images\596_rev_Theodosius I.jpg,jsons\596_Theodosius I.json,"[66, 38, 224, 283]",,https://numismatics.org/collection/1994.123.124
597,Theodosius I,images\597_obv_Theodosius I.jpg,images\597_rev_Theodosius I.jpg,jsons\597_Theodosius I.json,"[85, 39, 238, 246]",,https://numismatics.org/collection/1994.123.125
598,Theodosius I,images\598_obv_Theodosius I.jpg,images\598_rev_Theodosius I.jpg,jsons\598_Theodosius I.json,"[73, 35, 215, 273]",,https://numismatics.org/collection/1994.123.126
599,Theodosius I,images\599_obv_Theodosius I.jpg,images\599_rev_Theodosius I.jpg,jsons\599_Theodosius I.json,"[71, 21, 228, 281]",,https://numismatics.org/collection/1994.123.127
600,Theodosius I,images\600_obv_Theodosius I.jpg,images\600_rev_Theodosius I.jpg,jsons\600_Theodosius I.json,"[72, 50, 214, 298]",,https://numismatics.org/collection/1994.123.130
601,Theodosius I,images\601_obv_Theodosius I.jpg,images\601_rev_Theodosius I.jpg,jsons\601_Theodosius I.json,"[97, 48, 242, 284]",,https://numismatics.org/collection/1994.123.131
602,Theodosius I,images\602_obv_Theodosius I.jpg,images\602_rev_Theodosius I.jpg,jsons\602_Theodosius I.json,"[76, 45, 220, 275]",,https://numismatics.org/collection/1994.123.132
603,Theodosius I,images\603_obv_Theodosius I.jpg,images\603_rev_Theodosius I.jpg,jsons\603_Theodosius I.json,"[71, 42, 208, 272]",,https://numismatics.org/collection/1994.123.134
604,Theodosius I,images\604_obv_Theodosius I.jpg,images\604_rev_Theodosius I.jpg,jsons\604_Theodosius I.json,"[75, 45, 219, 287]",,https://numismatics.org/collection/1994.123.138
605,Theodosius I,images\605_obv_Theodosius I.jpg,images\605_rev_Theodosius I.jpg,jsons\605_Theodosius I.json,"[69, 34, 230, 281]",,https://numismatics.org/collection/1994.123.141
606,Theodosius I,images\606_obv_Theodosius I.jpg,images\606_rev_Theodosius I.jpg,jsons\606_Theodosius I.json,"[70, 55, 211, 255]",,https://numismatics.org/collection/1994.123.143
607,Theodosius I,images\607_obv_Theodosius I.jpg,images\607_rev_Theodosius I.jpg,jsons\607_Theodosius I.json,"[80, 50, 211, 266]",,https://numismatics.org/collection/1994.123.144
608,Theodosius I,images\608_obv_Theodosius I.jpg,images\608_rev_Theodosius I.jpg,jsons\608_Theodosius I.json,"[27.85405921936035, 57.30765914916992, 249.0045928955078, 283.1446838378906]",,https://numismatics.org/collection/1953.52.9
609,Theodosius I,images\609_obv_Theodosius I.jpg,images\609_rev_Theodosius I.jpg,jsons\609_Theodosius I.json,"[35.739524841308594, 30.464141845703125, 263.6408386230469, 291.0779724121094]",,https://numismatics.org/collection/1954.18.126
610,Theodosius I,images\610_obv_Theodosius I.jpg,images\610_rev_Theodosius I.jpg,jsons\610_Theodosius I.json,"[28.925025939941406, 26.940277099609375, 270.457275390625, 287.5144348144531]",,https://numismatics.org/collection/1954.18.127
611,Theodosius I,images\611_obv_Theodosius I.jpg,images\611_rev_Theodosius I.jpg,jsons\611_Theodosius I.json,"[38.485904693603516, 37.47530746459961, 251.9447021484375, 292.681640625]",,https://numismatics.org/collection/1954.18.128
612,Theodosius I,images\612_obv_Theodosius I.jpg,images\612_rev_Theodosius I.jpg,jsons\612_Theodosius I.json,"[47.331607818603516, 15.005721092224121, 279.1279602050781, 282.9705505371094]",,https://numismatics.org/collection/1994.123.249
613,Theodosius I,images\613_obv_Theodosius I.jpg,images\613_rev_Theodosius I.jpg,jsons\613_Theodosius I.json,"[41.472354888916016, 34.45692825317383, 243.7106170654297, 289.41107177734375]",,https://numismatics.org/collection/1994.123.250
614,Theodosius I,images\614_obv_Theodosius I.jpg,images\614_rev_Theodosius I.jpg,jsons\614_Theodosius I.json,"[33.46590042114258, 28.69268226623535, 277.54449462890625, 296.6505126953125]",,https://numismatics.org/collection/1994.123.251
615,Theodosius I,images\615_obv_Theodosius I.jpg,images\615_rev_Theodosius I.jpg,jsons\615_Theodosius I.json,"[15.376309394836426, 29.1850643157959, 264.2244567871094, 287.5347900390625]",,https://numismatics.org/collection/1995.11.1006
616,Theodosius I,images\616_obv_Theodosius I.jpg,images\616_rev_Theodosius I.jpg,jsons\616_Theodosius I.json,"[59, 23, 226, 278]",,https://numismatics.org/collection/1995.11.1011
617,Theodosius I,images\617_obv_Theodosius I.jpg,images\617_rev_Theodosius I.jpg,jsons\617_Theodosius I.json,"[64, 41, 215, 258]",,https://numismatics.org/collection/1969.177.2
618,Theodosius I,images\618_obv_Theodosius I.jpg,images\618_rev_Theodosius I.jpg,jsons\618_Theodosius I.json,"[58, 35, 221, 278]",,https://numismatics.org/collection/1989.11.110
619,Theodosius I,images\619_obv_Theodosius I.jpg,images\619_rev_Theodosius I.jpg,jsons\619_Theodosius I.json,"[70, 53, 236, 274]",,https://numismatics.org/collection/1995.39.112
620,Theodosius I,images\620_obv_Theodosius I.jpg,images\620_rev_Theodosius I.jpg,jsons\620_Theodosius I.json,"[78, 37, 223, 281]",,https://numismatics.org/collection/1995.39.37
621,Theodosius I,images\621_obv_Theodosius I.jpg,images\621_rev_Theodosius I.jpg,jsons\621_Theodosius I.json,"[69, 45, 232, 258]",,https://numismatics.org/collection/1995.39.38
622,Theodosius I,images\622_obv_Theodosius I.jpg,images\622_rev_Theodosius I.jpg,jsons\622_Theodosius I.json,"[31.602256774902344, 12.734383583068848, 272.5970153808594, 279.44464111328125]",,https://numismatics.org/collection/1995.39.39
623,Theodosius I,images\623_obv_Theodosius I.jpg,images\623_rev_Theodosius I.jpg,jsons\623_Theodosius I.json,"[50, 33, 228, 285]",,https://numismatics.org/collection/1948.19.802
624,Theodosius I,images\624_obv_Theodosius I.jpg,images\624_rev_Theodosius I.jpg,jsons\624_Theodosius I.json,"[70.32440185546875, 44.73249053955078, 252.82302856445312, 287.87188720703125]",,https://numismatics.org/collection/1948.19.804
625,Theodosius I,images\625_obv_Theodosius I.jpg,images\625_rev_Theodosius I.jpg,jsons\625_Theodosius I.json,"[59, 40, 226, 271]",,https://numismatics.org/collection/1948.19.812
626,Theodosius I,images\626_obv_Theodosius I.jpg,images\626_rev_Theodosius I.jpg,jsons\626_Theodosius I.json,"[75, 42, 227, 254]",,https://numismatics.org/collection/1948.19.813
627,Theodosius I,images\627_obv_Theodosius I.jpg,images\627_rev_Theodosius I.jpg,jsons\627_Theodosius I.json,"[72, 51, 204, 264]",,https://numismatics.org/collection/1948.19.815
628,Theodosius I,images\628_obv_Theodosius I.jpg,images\628_rev_Theodosius I.jpg,jsons\628_Theodosius I.json,"[66, 34, 218, 268]",,https://numismatics.org/collection/1948.19.816
629,Theodosius I,images\629_obv_Theodosius I.jpg,images\629_rev_Theodosius I.jpg,jsons\629_Theodosius I.json,"[66, 54, 223, 275]",,https://numismatics.org/collection/1948.19.817
630,Theodosius I,images\630_obv_Theodosius I.jpg,images\630_rev_Theodosius I.jpg,jsons\630_Theodosius I.json,"[65, 51, 226, 270]",,https://numismatics.org/collection/1948.4.116
631,Theodosius I,images\631_obv_Theodosius I.jpg,images\631_rev_Theodosius I.jpg,jsons\631_Theodosius I.json,"[67, 47, 216, 266]",,https://numismatics.org/collection/1948.19.2528
632,Theodosius I,images\632_obv_Theodosius I.jpg,images\632_rev_Theodosius I.jpg,jsons\632_Theodosius I.json,"[77, 33, 240, 285]",,https://numismatics.org/collection/1984.146.577
633,Theodosius I,images\633_obv_Theodosius I.jpg,images\633_rev_Theodosius I.jpg,jsons\633_Theodosius I.json,"[64, 32, 244, 265]",,https://numismatics.org/collection/1984.146.579
634,Theodosius I,images\634_obv_Theodosius I.jpg,images\634_rev_Theodosius I.jpg,jsons\634_Theodosius I.json,"[73, 31, 233, 251]",,https://numismatics.org/collection/1974.203.43
635,Theodosius II,images\635_obv_Arcadius||Honorius||Theodosius II.jpg,images\635_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\635_Arcadius||Honorius||Theodosius II.json,"[29.224166870117188, 30.180843353271484, 263.6094665527344, 294.5890808105469]",,https://numismatics.org/collection/1944.100.54802
636,Theodosius II,images\636_obv_Arcadius||Honorius||Theodosius II.jpg,images\636_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\636_Arcadius||Honorius||Theodosius II.json,"[64, 67, 219, 284]",,https://numismatics.org/collection/1944.100.54803
637,Theodosius II,images\637_obv_Arcadius||Honorius||Theodosius II.jpg,images\637_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\637_Arcadius||Honorius||Theodosius II.json,"[62, 55, 201, 293]",,https://numismatics.org/collection/1944.100.54804
638,Theodosius II,images\638_obv_Arcadius||Honorius||Theodosius II.jpg,images\638_rev_Arcadius||Honorius||Theodosius II.jpg,jsons\638_Arcadius||Honorius||Theodosius II.json,"[73, 98, 224, 286]",,https://numismatics.org/collection/1944.100.54805
639,Theodosius II,images\639_obv_Theodosius II.jpg,images\639_rev_Theodosius II.jpg,jsons\639_Theodosius II.json,"[88, 49, 226, 265]",,https://numismatics.org/collection/1944.100.54815
640,Theodosius II,images\640_obv_Theodosius II.jpg,images\640_rev_Theodosius II.jpg,jsons\640_Theodosius II.json,"[63, 46, 228, 269]",,https://numismatics.org/collection/1944.100.54816
641,Theodosius II,images\641_obv_Theodosius II.jpg,images\641_rev_Theodosius II.jpg,jsons\641_Theodosius II.json,"[67, 43, 234, 261]",,https://numismatics.org/collection/1944.100.54817
642,Theodosius II,images\642_obv_Theodosius II.jpg,images\642_rev_Theodosius II.jpg,jsons\642_Theodosius II.json,"[68, 52, 233, 248]",,https://numismatics.org/collection/1944.100.54818
643,Theodosius II,images\643_obv_Theodosius II.jpg,images\643_rev_Theodosius II.jpg,jsons\643_Theodosius II.json,"[72, 42, 255, 280]",,https://numismatics.org/collection/1944.100.54819
644,Theodosius II,images\644_obv_Theodosius II.jpg,images\644_rev_Theodosius II.jpg,jsons\644_Theodosius II.json,"[54, 39, 259, 270]",,https://numismatics.org/collection/1944.100.54820
645,Theodosius II,images\645_obv_Theodosius II.jpg,images\645_rev_Theodosius II.jpg,jsons\645_Theodosius II.json,"[71, 30, 242, 258]",,https://numismatics.org/collection/1944.100.54821
646,Theodosius II,images\646_obv_Theodosius II.jpg,images\646_rev_Theodosius II.jpg,jsons\646_Theodosius II.json,"[12.082542419433594, 59.81480407714844, 147.27911376953125, 284.7207946777344]",,https://numismatics.org/collection/1944.100.54822
647,Theodosius II,images\647_obv_Theodosius II||Valentinian III.jpg,images\647_rev_Theodosius II||Valentinian III.jpg,jsons\647_Theodosius II||Valentinian III.json,"[55, 48, 235, 267]",,https://numismatics.org/collection/1944.100.54823
648,Theodosius II,images\648_obv_Theodosius II||Honorius.jpg,images\648_rev_Theodosius II||Honorius.jpg,jsons\648_Theodosius II||Honorius.json,"[68, 43, 258, 271]",,https://numismatics.org/collection/1944.100.54824
649,Theodosius II,images\649_obv_Theodosius II||Honorius.jpg,images\649_rev_Theodosius II||Honorius.jpg,jsons\649_Theodosius II||Honorius.json,"[113.40242004394531, 22.086694717407227, 290.03509521484375, 288.46405029296875]",,https://numismatics.org/collection/1944.100.54825
650,Theodosius II,images\650_obv_Theodosius II.jpg,images\650_rev_Theodosius II.jpg,jsons\650_Theodosius II.json,"[63, 36, 230, 265]",,https://numismatics.org/collection/1944.100.54826
651,Theodosius II,images\651_obv_Theodosius II||Honorius.jpg,images\651_rev_Theodosius II||Honorius.jpg,jsons\651_Theodosius II||Honorius.json,"[67, 31, 253, 270]",,https://numismatics.org/collection/1944.100.54827
652,Theodosius II,images\652_obv_Theodosius II||Honorius.jpg,images\652_rev_Theodosius II||Honorius.jpg,jsons\652_Theodosius II||Honorius.json,"[63, 35, 240, 284]",,https://numismatics.org/collection/1944.100.54828
653,Theodosius II,images\653_obv_Theodosius II||Honorius.jpg,images\653_rev_Theodosius II||Honorius.jpg,jsons\653_Theodosius II||Honorius.json,"[75, 92, 228, 281]",,https://numismatics.org/collection/1944.100.54829
654,Theodosius II,images\654_obv_Theodosius II.jpg,images\654_rev_Theodosius II.jpg,jsons\654_Theodosius II.json,"[49, 32, 237, 275]",,https://numismatics.org/collection/1944.100.54830
655,Theodosius II,images\655_obv_Theodosius II.jpg,images\655_rev_Theodosius II.jpg,jsons\655_Theodosius II.json,"[70, 37, 230, 281]",,https://numismatics.org/collection/1944.100.54831
656,Theodosius II,images\656_obv_Theodosius II.jpg,images\656_rev_Theodosius II.jpg,jsons\656_Theodosius II.json,"[86, 37, 229, 251]",,https://numismatics.org/collection/1944.100.54832
657,Theodosius II,images\657_obv_Theodosius II.jpg,images\657_rev_Theodosius II.jpg,jsons\657_Theodosius II.json,"[77, 40, 215, 278]",,https://numismatics.org/collection/1944.100.54833
658,Theodosius II,images\658_obv_Theodosius II.jpg,images\658_rev_Theodosius II.jpg,jsons\658_Theodosius II.json,"[74, 45, 217, 266]",,https://numismatics.org/collection/1944.100.54834
659,Theodosius II,images\659_obv_Theodosius II.jpg,images\659_rev_Theodosius II.jpg,jsons\659_Theodosius II.json,"[53, 22, 217, 292]",,https://numismatics.org/collection/1944.100.54835
660,Theodosius II,images\660_obv_Theodosius II.jpg,images\660_rev_Theodosius II.jpg,jsons\660_Theodosius II.json,"[31.610811233520508, 61.82630157470703, 276.0042419433594, 299.7645263671875]",,https://numismatics.org/collection/1944.100.54836
661,Theodosius II,images\661_obv_Theodosius II||Arcadius||Honorius.jpg,images\661_rev_Theodosius II||Arcadius||Honorius.jpg,jsons\661_Theodosius II||Arcadius||Honorius.json,"[75, 36, 220, 267]",,https://numismatics.org/collection/1944.100.54837
662,Theodosius II,images\662_obv_Theodosius II.jpg,images\662_rev_Theodosius II.jpg,jsons\662_Theodosius II.json,"[62, 40, 233, 284]",,https://numismatics.org/collection/1944.100.54838
663,Theodosius II,images\663_obv_Theodosius II.jpg,images\663_rev_Theodosius II.jpg,jsons\663_Theodosius II.json,"[54, 54, 192, 259]",,https://numismatics.org/collection/1944.100.54839
664,Theodosius II,images\664_obv_Theodosius II.jpg,images\664_rev_Theodosius II.jpg,jsons\664_Theodosius II.json,"[41, 47, 211, 285]",,https://numismatics.org/collection/1944.100.54841
665,Theodosius II,images\665_obv_Theodosius II.jpg,images\665_rev_Theodosius II.jpg,jsons\665_Theodosius II.json,"[64, 42, 252, 260]",,https://numismatics.org/collection/1944.100.54842
666,Theodosius II,images\666_obv_Valentinian III||Theodosius II.jpg,images\666_rev_Valentinian III||Theodosius II.jpg,jsons\666_Valentinian III||Theodosius II.json,"[69, 60, 220, 258]",,https://numismatics.org/collection/1944.100.54860
667,Theodosius II,images\667_obv_Honorius||Theodosius II.jpg,images\667_rev_Honorius||Theodosius II.jpg,jsons\667_Honorius||Theodosius II.json,"[63, 48, 234, 287]",,https://numismatics.org/collection/1944.100.54910
668,Theodosius II,images\668_obv_Honorius||Theodosius II.jpg,images\668_rev_Honorius||Theodosius II.jpg,jsons\668_Honorius||Theodosius II.json,"[28.974607467651367, 30.44903564453125, 264.3536376953125, 293.6191101074219]",,https://numismatics.org/collection/1944.100.54911
669,Theodosius II,images\669_obv_Honorius||Arcadius||Theodosius II.jpg,images\669_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\669_Honorius||Arcadius||Theodosius II.json,"[15.885993957519531, 63.41143035888672, 238.73260498046875, 300.0]",,https://numismatics.org/collection/1944.100.54915
670,Theodosius II,images\670_obv_Honorius||Arcadius||Theodosius II.jpg,images\670_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\670_Honorius||Arcadius||Theodosius II.json,"[0.0, 15.46634578704834, 234.91336059570312, 280.2764892578125]",,https://numismatics.org/collection/1944.100.54918
671,Theodosius II,images\671_obv_Honorius||Theodosius II.jpg,images\671_rev_Honorius||Theodosius II.jpg,jsons\671_Honorius||Theodosius II.json,"[4.3828582763671875, 47.137638092041016, 246.96981811523438, 291.725341796875]",,https://numismatics.org/collection/1944.100.54919
672,Theodosius II,images\672_obv_Honorius||Arcadius||Theodosius II.jpg,images\672_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\672_Honorius||Arcadius||Theodosius II.json,"[16.983003616333008, 16.012916564941406, 265.4208984375, 297.69073486328125]",,https://numismatics.org/collection/1944.100.54923
673,Theodosius II,images\673_obv_Honorius||Arcadius||Theodosius II.jpg,images\673_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\673_Honorius||Arcadius||Theodosius II.json,"[42.04119110107422, 45.88551330566406, 280.5104064941406, 300.0]",,https://numismatics.org/collection/1944.100.54925
674,Theodosius II,images\674_obv_Honorius||Arcadius||Theodosius II.jpg,images\674_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\674_Honorius||Arcadius||Theodosius II.json,"[12.927302360534668, 26.83530616760254, 263.5233154296875, 285.76141357421875]",,https://numismatics.org/collection/1944.100.54927
675,Theodosius II,images\675_obv_Honorius||Arcadius||Theodosius II.jpg,images\675_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\675_Honorius||Arcadius||Theodosius II.json,"[46.35174560546875, 32.04285430908203, 268.09417724609375, 291.8758239746094]",,https://numismatics.org/collection/1944.100.54928
676,Theodosius II,images\676_obv_Honorius||Arcadius||Theodosius II.jpg,images\676_rev_Honorius||Arcadius||Theodosius II.jpg,jsons\676_Honorius||Arcadius||Theodosius II.json,"[38.48725128173828, 5.178107738494873, 259.8072204589844, 279.7113342285156]",,https://numismatics.org/collection/1944.100.54936
677,Theodosius II,images\677_obv_Theodosius II||Valentinian III.jpg,images\677_rev_Theodosius II||Valentinian III.jpg,jsons\677_Theodosius II||Valentinian III.json,"[65, 37, 248, 271]",,https://numismatics.org/collection/1946.51.122
678,Theodosius II,images\678_obv_Theodosius II.jpg,images\678_rev_Theodosius II.jpg,jsons\678_Theodosius II.json,"[70, 45, 236, 272]",,https://numismatics.org/collection/1951.46.1
679,Theodosius II,images\679_obv_Theodosius II.jpg,images\679_rev_Theodosius II.jpg,jsons\679_Theodosius II.json,"[86, 75, 221, 280]",,https://numismatics.org/collection/1951.46.2
680,Theodosius II,images\680_obv_Theodosius II.jpg,images\680_rev_Theodosius II.jpg,jsons\680_Theodosius II.json,"[98, 74, 255, 266]",,https://numismatics.org/collection/1952.142.192
681,Theodosius II,images\681_obv_Theodosius II.jpg,images\681_rev_Theodosius II.jpg,jsons\681_Theodosius II.json,"[65, 54, 235, 277]",,https://numismatics.org/collection/1948.4.120
682,Theodosius II,images\682_obv_Theodosius II.jpg,images\682_rev_Theodosius II.jpg,jsons\682_Theodosius II.json,"[79, 29, 264, 259]",,https://numismatics.org/collection/1948.4.121
683,Theodosius II,images\683_obv_Theodosius II.jpg,images\683_rev_Theodosius II.jpg,jsons\683_Theodosius II.json,"[107, 61, 253, 267]",,https://numismatics.org/collection/1948.69.8
684,Theodosius II,images\684_obv_Theodosius II.jpg,images\684_rev_Theodosius II.jpg,jsons\684_Theodosius II.json,"[63, 50, 240, 268]",,https://numismatics.org/collection/1909.78.64
685,Theodosius II,images\685_obv_Theodosius II.jpg,images\685_rev_Theodosius II.jpg,jsons\685_Theodosius II.json,"[60, 27, 232, 261]",,https://numismatics.org/collection/1905.57.607
686,Theodosius II,images\686_obv_Theodosius II.jpg,images\686_rev_Theodosius II.jpg,jsons\686_Theodosius II.json,"[57, 42, 199, 250]",,https://numismatics.org/collection/1929.104.17
687,Theodosius II,images\687_obv_Theodosius II.jpg,images\687_rev_Theodosius II.jpg,jsons\687_Theodosius II.json,"[70, 49, 238, 260]",,https://numismatics.org/collection/1954.94.14
688,Theodosius II,images\688_obv_Theodosius II.jpg,images\688_rev_Theodosius II.jpg,jsons\688_Theodosius II.json,"[73, 28, 243, 263]",,https://numismatics.org/collection/1956.13.10
689,Theodosius II,images\689_obv_Theodosius II||Valentinian III.jpg,images\689_rev_Theodosius II||Valentinian III.jpg,jsons\689_Theodosius II||Valentinian III.json,"[95.6511459350586, 44.89848709106445, 241.5057373046875, 287.3272705078125]",,https://numismatics.org/collection/1956.13.11
690,Theodosius II,images\690_obv_Theodosius II.jpg,images\690_rev_Theodosius II.jpg,jsons\690_Theodosius II.json,"[58.085113525390625, 36.79784393310547, 247.02774047851562, 280.6196594238281]",,https://numismatics.org/collection/1957.67.14
691,Theodosius II,images\691_obv_Theodosius II.jpg,images\691_rev_Theodosius II.jpg,jsons\691_Theodosius II.json,"[6.857585430145264, 31.242311477661133, 154.83737182617188, 273.5989074707031]",,https://numismatics.org/collection/1966.169.20
692,Theodosius II,images\692_obv_Theodosius II.jpg,images\692_rev_Theodosius II.jpg,jsons\692_Theodosius II.json,"[74, 53, 230, 289]",,https://numismatics.org/collection/1966.196.13
693,Theodosius II,images\693_obv_Theodosius II.jpg,images\693_rev_Theodosius II.jpg,jsons\693_Theodosius II.json,"[71, 19, 237, 250]",,https://numismatics.org/collection/1967.153.182
694,Theodosius II,images\694_obv_Theodosius II.jpg,images\694_rev_Theodosius II.jpg,jsons\694_Theodosius II.json,"[56.4899787902832, 48.65472412109375, 234.09632873535156, 295.0024108886719]",,https://numismatics.org/collection/1968.131.445
695,Theodosius II,images\695_obv_Theodosius II.jpg,images\695_rev_Theodosius II.jpg,jsons\695_Theodosius II.json,"[50.42046356201172, 41.43610763549805, 237.54977416992188, 280.8976745605469]",,https://numismatics.org/collection/1968.131.446
696,Theodosius II,images\696_obv_Theodosius II.jpg,images\696_rev_Theodosius II.jpg,jsons\696_Theodosius II.json,"[67, 22, 235, 241]",,https://numismatics.org/collection/1968.131.447
